dataset,disease,tissue,cell_type,gene,both,onlyA,onlyB,neither,originally_zero,disagreement
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Paneth cells,DEFA5,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,BEST4,44,48,0,0,92,0.5217391304347826
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,OTOP2,70,42,0,0,112,0.375
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,CA7,0,0,69,36,105,0.6571428571428571
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,GUCA2A,84,1,0,0,85,0.011764705882352941
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,GUCA2B,132,42,0,0,174,0.2413793103448276
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,SPIB,170,13,0,0,183,0.07103825136612021
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,CFTR,98,286,0,0,384,0.7447916666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,MUC2,13,1,0,0,14,0.07142857142857142
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,TFF1,93,2,0,0,95,0.021052631578947368
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,TFF3,38,0,0,0,38,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,AGR2,38,141,0,0,179,0.7877094972067039
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,SPDEF,336,134,0,0,470,0.2851063829787234
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Tuft cells,POU2F3,1,167,0,0,168,0.9940476190476191
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Tuft cells,DCLK1,0,172,0,70,242,0.7107438016528925
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells SPINK4,MUC2,29,45,0,0,74,0.6081081081081081
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells SPINK4,SPINK4,40,1,0,0,41,0.024390243902439025
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,CA1,1094,257,0,0,1351,0.19022945965951146
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,CA2,414,147,0,0,561,0.2620320855614973
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,TMIGD1,1824,270,0,0,2094,0.12893982808022922
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,MEP1A,390,2106,0,0,2496,0.84375
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes CA1 CA2 CA4-,CA1,1397,644,0,0,2041,0.315531602155806
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes CA1 CA2 CA4-,CA2,1200,513,0,0,1713,0.29947460595446584
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1-,MUC2,50,19,0,0,69,0.2753623188405797
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Epithelial Cycling cells,LGR5,0,0,18,1193,1211,0.01486374896779521
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Epithelial Cycling cells,OLFM4,448,0,0,0,448,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Epithelial Cycling cells,MKI67,534,0,0,0,534,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,CHGA,3,48,0,0,51,0.9411764705882353
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,GCG,12,56,0,0,68,0.8235294117647058
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,GIP,0,11,0,87,98,0.11224489795918367
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,CCK,0,4,0,94,98,0.04081632653061224
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4,OLFM4,512,0,0,0,512,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4,LGR5,0,0,0,957,957,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 LGR5,OLFM4,259,0,0,0,259,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 LGR5,LGR5,0,0,4,859,863,0.004634994206257242
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 LGR5,ASCL2,289,493,0,0,782,0.6304347826086957
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,OLFM4,274,0,0,0,274,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,PCNA,433,0,0,0,433,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,LGR5,0,0,3,829,832,0.003605769230769231
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,ASCL2,340,443,0,0,783,0.565772669220945
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,SOX9,669,0,0,0,669,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,TERT,3,839,0,0,842,0.996437054631829
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Paneth cells,LYZ,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Paneth cells,DEFA5,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,BEST4,44,48,0,0,92,0.5217391304347826
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,OTOP2,70,42,0,0,112,0.375
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,CA7,69,36,0,0,105,0.34285714285714286
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,GUCA2A,84,1,0,0,85,0.011764705882352941
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,GUCA2B,132,42,0,0,174,0.2413793103448276
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,SPIB,170,13,0,0,183,0.07103825136612021
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes BEST4,CFTR,98,286,0,0,384,0.7447916666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,MUC2,13,1,0,0,14,0.07142857142857142
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,TFF1,93,2,0,0,95,0.021052631578947368
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,TFF3,38,0,0,0,38,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,AGR2,38,141,0,0,179,0.7877094972067039
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1,SPDEF,336,134,0,0,470,0.2851063829787234
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Tuft cells,POU2F3,1,167,0,0,168,0.9940476190476191
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Tuft cells,DCLK1,0,0,0,242,242,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells SPINK4,MUC2,29,45,0,0,74,0.6081081081081081
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells SPINK4,SPINK4,40,1,0,0,41,0.024390243902439025
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,CA1,1094,257,0,0,1351,0.19022945965951146
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,CA2,414,147,0,0,561,0.2620320855614973
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,TMIGD1,1824,270,0,0,2094,0.12893982808022922
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes TMIGD1 MEP1A,MEP1A,390,2106,0,0,2496,0.84375
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes CA1 CA2 CA4-,CA1,1397,644,0,0,2041,0.315531602155806
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enterocytes CA1 CA2 CA4-,CA2,1200,513,0,0,1713,0.29947460595446584
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Goblet cells MUC2 TFF1-,MUC2,50,19,0,0,69,0.2753623188405797
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Epithelial Cycling cells,LGR5,18,1193,0,0,1211,0.9851362510322048
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Epithelial Cycling cells,OLFM4,448,0,0,0,448,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Epithelial Cycling cells,MKI67,534,0,0,0,534,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,CHGA,3,48,0,0,51,0.9411764705882353
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,GCG,12,56,0,0,68,0.8235294117647058
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,GIP,0,0,0,98,98,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Enteroendocrine cells,CCK,0,98,0,0,98,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4,OLFM4,512,0,0,0,512,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4,LGR5,0,957,0,0,957,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 LGR5,OLFM4,259,0,0,0,259,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 LGR5,LGR5,4,859,0,0,863,0.9953650057937428
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 LGR5,ASCL2,289,493,0,0,782,0.6304347826086957
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,OLFM4,274,0,0,0,274,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,PCNA,433,0,0,0,433,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,LGR5,3,829,0,0,832,0.9963942307692307
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,ASCL2,340,443,0,0,783,0.565772669220945
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,SOX9,669,0,0,0,669,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Stem cells OLFM4 PCNA,TERT,3,839,0,0,842,0.996437054631829
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Paneth cells,LYZ,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colonic epithelium,Paneth cells,DEFA5,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,BEST4,206,0,0,0,206,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,OTOP2,220,0,0,0,220,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,CA7,67,0,0,0,67,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,GUCA2A,194,0,0,0,194,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,GUCA2B,316,0,0,0,316,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,SPIB,101,0,0,0,101,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,CFTR,335,0,0,0,335,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,MUC2,29,0,0,0,29,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,TFF1,135,0,0,0,135,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,TFF3,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,AGR2,35,0,0,0,35,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,SPDEF,192,0,0,0,192,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Tuft cells,POU2F3,31,0,0,0,31,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Tuft cells,DCLK1,35,0,0,0,35,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells SPINK4,MUC2,95,0,0,0,95,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells SPINK4,SPINK4,84,0,0,0,84,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,CA1,432,0,0,0,432,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,CA2,380,0,0,0,380,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,TMIGD1,1630,0,0,0,1630,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,MEP1A,1446,0,0,0,1446,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes CA1 CA2 CA4-,CA1,3424,0,0,0,3424,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes CA1 CA2 CA4-,CA2,2823,0,0,0,2823,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1-,MUC2,523,0,0,0,523,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,LGR5,1263,0,0,0,1263,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,OLFM4,957,0,0,0,957,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,MKI67,940,0,0,0,940,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,CHGA,74,0,0,0,74,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,GCG,54,0,0,0,54,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,GIP,0,163,0,1,164,0.9939024390243902
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,CCK,82,2,80,0,164,0.5
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4,OLFM4,1204,0,0,0,1204,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4,LGR5,1563,0,0,0,1563,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,OLFM4,843,0,0,0,843,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,LGR5,1234,0,0,0,1234,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,ASCL2,914,0,0,0,914,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,OLFM4,381,0,0,0,381,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,PCNA,305,0,0,0,305,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,LGR5,612,0,0,0,612,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,ASCL2,528,0,0,0,528,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,SOX9,469,0,0,0,469,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,TERT,22,0,600,0,622,0.9646302250803859
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Paneth cells,LYZ,9,0,0,0,9,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Paneth cells,DEFA5,7,0,0,0,7,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,BEST4,17,189,0,0,206,0.9174757281553398
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,OTOP2,17,203,0,0,220,0.9227272727272727
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,CA7,16,51,0,0,67,0.7611940298507462
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,GUCA2A,70,124,0,0,194,0.6391752577319587
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,GUCA2B,93,223,0,0,316,0.7056962025316456
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,SPIB,4,97,0,0,101,0.9603960396039604
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,CFTR,154,181,0,0,335,0.5402985074626866
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,MUC2,27,2,0,0,29,0.06896551724137931
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,TFF1,43,92,0,0,135,0.6814814814814815
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,TFF3,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,AGR2,35,0,0,0,35,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,SPDEF,110,82,0,0,192,0.4270833333333333
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Tuft cells,POU2F3,0,31,0,0,31,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Tuft cells,DCLK1,0,35,0,0,35,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells SPINK4,MUC2,74,21,0,0,95,0.22105263157894736
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells SPINK4,SPINK4,84,0,0,0,84,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,CA1,407,25,0,0,432,0.05787037037037037
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,CA2,380,0,0,0,380,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,TMIGD1,790,840,0,0,1630,0.5153374233128835
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,MEP1A,890,556,0,0,1446,0.38450899031811897
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes CA1 CA2 CA4-,CA1,1432,1992,0,0,3424,0.5817757009345794
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes CA1 CA2 CA4-,CA2,1895,928,0,0,2823,0.3287283032235211
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1-,MUC2,476,47,0,0,523,0.08986615678776291
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,LGR5,321,942,0,0,1263,0.7458432304038005
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,OLFM4,302,655,0,0,957,0.6844305120167189
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,MKI67,84,856,0,0,940,0.9106382978723404
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,CHGA,9,65,0,0,74,0.8783783783783784
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,GCG,24,30,0,0,54,0.5555555555555556
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,GIP,0,163,0,1,164,0.9939024390243902
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,CCK,1,83,35,45,164,0.7195121951219512
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4,OLFM4,124,1080,0,0,1204,0.8970099667774086
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4,LGR5,7,1556,0,0,1563,0.9955214331413947
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,OLFM4,309,534,0,0,843,0.6334519572953736
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,LGR5,404,830,0,0,1234,0.6726094003241491
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,ASCL2,210,704,0,0,914,0.7702407002188184
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,OLFM4,156,225,0,0,381,0.5905511811023622
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,PCNA,74,231,0,0,305,0.7573770491803279
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,LGR5,167,445,0,0,612,0.7271241830065359
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,ASCL2,143,385,0,0,528,0.7291666666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,SOX9,297,172,0,0,469,0.36673773987206826
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,TERT,0,22,148,452,622,0.2733118971061093
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Paneth cells,LYZ,1,8,0,0,9,0.8888888888888888
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Paneth cells,DEFA5,0,7,0,0,7,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,BEST4,17,189,0,0,206,0.9174757281553398
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,OTOP2,17,203,0,0,220,0.9227272727272727
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,CA7,16,51,0,0,67,0.7611940298507462
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,GUCA2A,70,124,0,0,194,0.6391752577319587
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,GUCA2B,93,223,0,0,316,0.7056962025316456
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,SPIB,4,97,0,0,101,0.9603960396039604
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes BEST4,CFTR,154,181,0,0,335,0.5402985074626866
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,MUC2,27,2,0,0,29,0.06896551724137931
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,TFF1,43,92,0,0,135,0.6814814814814815
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,TFF3,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,AGR2,35,0,0,0,35,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1,SPDEF,110,82,0,0,192,0.4270833333333333
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Tuft cells,POU2F3,0,31,0,0,31,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Tuft cells,DCLK1,0,35,0,0,35,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells SPINK4,MUC2,74,21,0,0,95,0.22105263157894736
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells SPINK4,SPINK4,84,0,0,0,84,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,CA1,407,25,0,0,432,0.05787037037037037
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,CA2,380,0,0,0,380,0.0
